province;red;green;blue;x;x
896;169;45;132;Aqtobe;x
897;1;48;5;Ryn Desert;x
898;43;51;133;Omsk;x
899;1;93;140;Tis;x
900;127;57;134;Kyzylorda;x
901;169;60;7;Khiva;x
902;1;63;135;Dashhowuz;x
903;43;66;8;Samarkand;x
904;85;69;136;Balkh;x
905;127;72;9;Herat;x
906;169;75;137;Birjand;x
907;1;78;10;Sabzevar;x
908;84;132;211;Sharawrah;x
909;0;126;210;Sahara Desert;x
910;42;129;83;Siberia;x
911;0;207;25;Timbuktu;x
912;84;0;26;Aoudagast;x
913;126;48;34;Ghana;x
914;84;45;161;Gao;x
915;85;39;131;Djenné;x
916;126;105;79;Taghaza;x
917;42;99;78;Araouane;x
918;168;93;77;Sijilmasa;x
919;126;90;204;Oualata;x
920;85;99;141;Ouadane;x
921;127;102;14;Idjil;x
922;169;105;142;Tadmekka;x
923;1;108;15;Napata;x
924;43;111;143;Teate;x
925;85;114;16;Mali;x
926;127;117;144;Nukhaylah;x
927;17;40;240;Zarma;x
928;169;120;17;Kovar;x
929;1;123;145;Aprutium;x
930;1;0;160;Bar;x
931;85;129;146;Möre;x
932;127;132;19;Tjust;x
933;169;132;182;Roslavl;x
934;1;135;55;Lepiel;x
935;127;201;129;Amalfi;x
936;43;18;163;Chiny;x
937;85;21;36;La Roche;x
938;127;24;164;Namur;x
939;169;27;37;Limburg;x
940;1;30;165;Zutphen;x
941;43;33;38;Oversticht;x
942;85;36;166;Perche;x
943;127;39;39;Dunois;x
944;169;42;167;Dreux;x
945;1;45;40;Comminges;x
946;43;48;168;Ponthieu;x
947;85;51;41;Nemours;x
948;127;54;169;Sancerre;x
949;169;57;42;Bigorre;x
950;1;60;170;Velay;x
951;43;63;43;Meirionnydd;x
952;85;66;171;Ceredigion;x
953;127;69;44;Pembroke;x
954;169;72;172;Husseiniya;x
955;1;75;45;Maelienydd;x
956;43;78;173;Kovar;x
957;85;81;46;Mondovi;x
958;127;84;174;Suze;x
959;169;87;47;Alessandria;x
960;1;90;175;Tortone;x
961;43;93;48;Tonnerre;x
962;85;96;176;Montbeliard;x
963;127;99;49;Gharud Nahud;x
964;169;102;177;Gorhan Melut;x
965;1;105;50;West Derby;x
966;43;108;178;Berkshire;x
967;85;111;51;Buckinghamshire;x
968;127;114;179;Jaen;x
969;169;117;52;Elvas;x
970;1;120;180;Guadalajara;x
971;43;123;53;Palencia;x
972;85;126;181;Alpunte;x
973;127;129;54;Hertfordshire;x
974;240;255;165;Cambridge;x
975;255;150;65;Huntingdon;x
976;43;138;183;Notthingham;x
977;85;141;56;Stafford;x
978;132;12;189;Kerry;x
979;90;66;211;Sinkat;x
980;2;120;190;Cromarty;x
981;45;60;148;Sligo;x
982;47;93;128;Sutherland;x
983;89;39;11;Galway;x
984;51;99;143;Inverness;x
985;131;120;89;Aidhab;x
986;129;54;189;Kilkenny;x
987;169;174;97;Az Zurq;x
988;1;177;225;Nordulandvestra;x
989;43;180;98;Nordulandeystra;x
990;85;183;226;Jeddah;x
991;127;186;99;Logudoro;x
992;169;189;227;Kufra;x
993;1;192;0;Mut;x
994;43;195;128;Asti;x
995;85;198;1;Savona;x
996;240;120;255;Tagant;x
997;169;204;2;Baris;x
998;1;207;130;Ibiza;x
999;43;210;3;Vintimille;x
1000;85;0;131;Napata;x
1001;127;3;4;Nukhaylah;x
1002;169;6;132;Kovar;x
1003;1;9;5;Sama;x
1004;43;12;133;Monaghan;x
1005;85;15;6;Ghurud;x
1006;127;18;134;Gorhan;x
1007;169;21;7;Aidhab;x
1008;1;24;135;Dongola;x
1009;43;27;8;Meroe;x
1010;85;30;136;Qasar Ibm;x
1011;127;33;9;Salima;x
1012;169;36;137;Aunis;x
1013;1;39;10;Barka;x
1014;43;42;138;Soba;x
1015;85;45;11;Qasar Ibrim;x
1016;127;48;139;Faras;x
1017;169;51;12;Naqa;x
1018;127;63;14;Corfou;x
1019;169;66;142;Gaete;x
1020;1;69;15;Noli;x
1021;43;72;143;La Spezia;x
1022;85;75;16;Marche;x
1023;43;87;18;Travonia;x
1024;85;90;146;Neretvani;x
1025;43;3;33;Tregor;x
1026;85;6;161;Porhoet;x
1027;127;9;34;Alencon;x
1028;169;12;162;Bayeux;x
1029;1;15;35;Coutances;x
1030;169;198;72;Socotra;x
1031;1;201;200;Lolland;x
1032;43;204;73;El Aaiun;x
1033;85;207;201;Boujdour;x
1034;127;210;74;Nouakchott;x
1035;169;0;202;Bolgatanga;x
1036;1;3;75;Morfil;x
1037;43;6;203;Matam;x
1038;85;9;76;Waalo;x
1039;127;12;204;Linguere;x
1040;169;15;77;Cayor;x
1041;1;18;205;Saloum;x
1042;43;21;78;Baol;x
1043;85;24;206;Tabacounda;x
1044;127;27;79;Zinguincha;x
1045;169;30;207;Soumpi;x
1046;1;33;80;Niono;x
1047;43;36;208;Bamako;x
1048;85;39;81;Yaresna;x
1049;127;42;209;Kirana;x
1050;1;48;210;Niani;x
1051;42;102;43;The Sound;x
1052;84;105;171;Gulf of Helholland;x
1053;126;108;44;Kattegat;x
1054;168;111;172;Gulf of Danzig;x
1055;0;114;45;Hanö-bukten;x
1056;42;117;173;Baltic Sea;x
1057;84;120;46;Ålands Hav;x
1058;126;123;174;Gulf of Finland;x
1059;168;126;47;Gulf of Bothnia;x
1060;0;129;175;Gulf of Bothnia;x
1061;168;6;27;Iles d'la Manche;x
1062;126;18;29;Hibernicum Occeanum;x
1063;42;42;33;Mediterranean Sea;x
1064;84;57;71;Lake Peipus;x
1065;126;60;199;Lake Yalpug;x
1066;0;24;30;Coast of Asturias;x
1067;42;177;183;Northern Bay of Biscay;x
1068;0;174;55;Celtic Sea;x
1069;84;30;31;Western Cyclades;x
1070;85;54;6;Päijänne;x
1071;84;165;181;Irish Sea;x
1072;168;186;57;Mediterranean Sea;x
1073;0;189;185;Golfo de Valencia;x
1074;42;192;58;Islas Baleares;x
1075;84;195;186;Ponant;x
1076;126;198;59;Mediterranean Sea;x
1077;168;201;187;Gulfe du Lion;x
1078;0;204;60;Lake Leman;x
1079;42;207;188;Cote d Azur;x
1080;84;210;61;Ligurian Sea;x
1081;126;0;189;Tyrrhenian Sea;x
1082;168;3;62;Coast of Sardegna;x
1083;0;6;190;Golfo di Napoli;x
1084;42;9;63;Strait di Messina;x
1085;84;12;191;Golfe de Hammamet;x
1086;126;15;64;Malta Channel;x
1087;168;18;192;Gulf of Sidra;x
1088;0;21;65;Golfo di Taranto;x
1089;42;24;193;Ionian Sea;x
1090;84;27;66;Strait of Otranto;x
1091;126;30;194;Adriatic Sea;x
1092;168;33;67;Gulf of Venice;x
1093;0;36;195;Eastern Aegean Sea;x
1094;42;39;68;Eastern Cyclades;x
1095;84;42;196;Sea of Crete;x
1096;126;45;69;Coast of Egypt;x
1097;85;171;61;Detroit de Kvarken;x
1098;127;174;189;Golfe de Riga;x
1099;169;177;62;Baie de Gotland;x
1100;1;180;190;Mer Baltique;x
1101;43;183;63;Baie de Bornholm;x
1102;85;186;191;Cap d'Arkona;x
1103;127;189;64;Skagerrak;x
1104;169;192;192;Storebaelt;x
1105;1;195;65;Varangerfjord;x
1106;43;198;193;Nordkapp;x
1107;85;201;66;Vestfjorden;x
1108;127;204;194;Frohavet;x
1109;169;207;67;Boknafjorden;x
1110;1;210;195;Tyske Bugt;x
1111;43;0;68;Pentland Firth;x
1112;85;3;196;The Humber;x
1113;127;6;69;The Thames;x
1114;169;9;197;Mer du Nord;x
1115;1;12;70;Mer de Norvege;x
1116;43;15;198;Mer de Norvege;x
1117;85;18;71;Mer de Norvege;x
1118;127;21;199;Mer du Groenland;x
1119;169;24;72;Faxafloi;x
1120;1;27;200;Mer d'Irmenger;x
1121;43;30;73;Atlantique;x
1122;85;33;201;Atlantique;x
1123;127;36;74;Mer des Shetlands;x
1124;169;39;202;North Channel;x
1125;1;42;75;St George's Channel;x
1126;43;45;203;Baie de Galway;x
1127;85;48;76;Atlantique;x
1128;127;51;204;La Manche;x
1129;169;54;77;La Manche;x
1130;1;57;205;Cote d Argent;x
1131;43;60;78;Atlantique;x
1132;85;63;206;Atlantique;x
1133;127;66;79;Atlantique;x
1134;169;69;207;Atlantique;x
1135;1;72;80;Atlantique;x
1136;43;75;208;;x
1137;85;78;81;;x
1138;127;81;209;Baie d'Agadir;x
1139;169;84;82;Baie de Setubal;x
1140;1;87;210;Mer d'Alboran;x
1141;43;90;83;Mer Méditerranée;x
1142;85;93;211;Mer Méditerranée;x
1143;127;96;84;Mer Méditerranée;x
1144;169;99;212;Côte Barbaresque;x
1145;1;102;85;Côte Romaine;x
1146;43;105;213;Golfe de Tunis;x
1147;85;108;86;Mer Tyrrhénienne;x
1148;127;111;214;Détroit de Sicile;x
1149;169;114;87;Mer de Libye;x
1150;1;117;215;Mer Adriatique;x
1151;43;120;88;Golfe de Corinthe;x
1152;85;123;216;Mer Ionienne;x
1153;127;126;89;Pont-Euxin;x
1154;169;129;217;Mer Noire;x
1155;1;132;90;Côte d'Anatolie;x
1156;43;135;218;Golfe de Suez;x
1157;85;138;91;Océan Indien;x
1158;127;141;219;Mer Rouge;x
1159;169;144;92;Mer Rouge;x
1160;1;147;220;Mer Rouge;x
1161;43;150;93;Détroit de Mandab;x
1162;85;153;221;Golfe d'Aden;x
1163;127;156;94;Mer d'Arabie;x
1164;169;159;222;Mer d'Arabie;x
1165;1;162;95;Golfe d'Oman;x
1166;43;165;223;Détroit d'Ormuz;x
1167;85;168;96;Golfe Persique;x
1168;127;171;224;Golfe Persique;x
1169;168;48;197;Nile Delta;x
1170;0;51;70;Levant;x
1171;42;54;198;East of Mediterranean;x
1172;0;54;35;Western Aegean Sea;x
1173;42;18;3;Näsijärvi;x
1174;168;63;72;Aral Sea;x
1175;0;66;200;Iskenderun Kör;x
1176;42;69;73;Gulf of Antalya;x
1177;84;72;201;Sea of Marmara;x
1178;126;75;74;Gulf of Varna;x
1179;168;78;202;Coast of Taurida;x
1180;0;81;75;Black Sea;x
1181;42;84;203;Coast of Kolkhida;x
1182;0;96;205;Caspian Sea;x
1183;84;180;56;Coast of Morocco;x
1184;126;183;184;Strait of Gibraltar;x
1185;126;33;159;Saimaa;x
1186;84;15;156;Kallavesi;x
1187;168;204;152;Oulujärvi;x
1188;42;132;48;Ladoga Lake;x
1189;84;135;176;Mälaren;x
1190;168;171;182;Faroya;x
1191;168;141;177;Hjälmaren;x
1192;0;144;50;Vättern;x
1193;42;147;178;Vänern;x
1194;84;150;51;White Sea;x
1195;126;153;179;Strait of Dover;x
1196;168;156;52;La Manche;x
1197;0;159;180;Channel Islands;x
1198;42;162;53;St. George's Channel;x
1199;1;54;140;Côte de Croatie;x
1200;43;57;13;Côte de Dalmatie;x
1201;85;60;141;Lagune de Venise;x
1202;84;87;76;Sea of Azov;x
1203;168;21;157;Cabo de Finisterre;x
1204;127;78;144;Bolshoi;x
1205;169;81;17;Krementchouk;x
1206;1;84;145;Kiiv;x
1207;126;90;149;Bodensee;x
1208;168;108;207;Kara-Bogaz Gol;x
1209;126;78;39;Waddenzee;x
1210;42;27;158;Bay of Biscay;x
1211;126;168;54;Donegal Bay;x
1212;42;210;153;Sea of Canarias;x
1213;168;36;32;Bretagne Coast;x
1214;127;108;149;Loire1;x
1215;169;111;22;Loire2;x
1216;1;114;150;Seine1;x
1217;43;117;23;Seine2;x
1218;85;120;151;Rhine1;x
1219;127;123;24;Rhine2;x
1220;169;126;152;Rhine3;x
1221;1;129;25;Elbe1;x
1222;43;132;153;Elbe2;x
1223;85;135;26;Elbe3;x
1224;127;138;154;Elbe4;x
1225;169;141;27;Elbe5;x
1226;1;144;155;Vistula1;x
1227;43;147;28;Vistula2;x
1228;85;150;156;Vistula3;x
1229;127;153;29;Vistula4;x
1230;169;156;157;Vistula5;x
1231;1;159;30;Dniester1;x
1232;43;162;158;Dniester2;x
1233;85;165;31;Danube1;x
1234;127;168;159;Danube2;x
1235;169;171;32;Danube3;x
1236;1;174;160;Danube4;x
1237;43;177;33;Northern Caspian Sea;x
1238;85;180;161;Danube6;x
1239;127;183;34;Southern Caspian Sea;x
1240;169;186;162;Danube8;x
1241;1;189;35;Danube9;x
1242;43;192;163;Danube10;x
1243;85;195;36;Danube11;x
1244;127;198;164;Danube12;x
1245;169;201;37;Dnieper1;x
1246;1;204;165;Dnieper2;x
1247;43;207;38;Dnieper3;x
1248;85;210;166;Desna1;x
1249;127;0;39;Desna2;x
1250;169;3;167;Desna3;x
1251;1;6;40;Dnipro;x
1252;43;9;168;Dnyapro;x
1253;85;12;41;Dnepr;x
1254;127;15;169;Pripyat1;x
1255;169;18;42;Daugava1;x
1256;1;21;170;Daugava2;x
1257;43;24;43;Dwina;x
1258;85;27;171;Neva;x
1259;127;30;44;Svir;x
1260;169;33;172;Volkhov;x
1261;1;36;45;Lake Ilmen;x
1262;43;39;173;Lovat;x
1263;85;42;46;Don1;x
1264;127;45;174;Don2;x
1265;169;48;47;Don3;x
1266;1;51;175;Don4;x
1267;43;54;48;Volga1;x
1268;85;57;176;Volga2;x
1269;127;60;49;Volga3;x
1270;169;63;177;Volga4;x
1271;1;66;50;Volga5;x
1272;43;69;178;Volga6;x
1273;85;72;51;Volga7;x
1274;127;75;179;Volga8;x
1275;169;78;52;Volga9;x
1276;1;81;180;Volga10;x
1277;43;84;53;Oka1;x
1278;85;87;181;Oka2;x
1279;127;90;54;Oka3;x
1280;169;93;182;Volga11;x
1281;1;96;55;Volga12;x
1282;43;99;183;Garonne1;x
1283;85;102;56;Garonne2;x
1284;127;105;184;Loire3;x
1285;169;108;57;Meuse1;x
1286;1;111;185;Meuse2;x
1287;43;114;58;Meuse3;x
1288;85;117;186;Rhin4;x
1289;127;120;59;Rhin5;x
1290;169;123;187;Rhin6;x
1291;1;126;60;Dniester3;x
1292;43;129;188;Danube5;x
1293;85;132;61;Danube7;x
1294;127;135;189;Pripyat2;x
1295;169;138;62;Don5;x
1296;1;141;190;Oder1;x
1297;43;144;63;Oder2;x
1298;85;147;191;Tage1;x
1299;127;150;64;Tage2;x
1300;169;153;192;Tage3;x
1301;1;156;65;Ebre1;x
1302;43;159;193;Ebre2;x
1303;85;162;66;Ebre3;x
1304;127;165;194;Rhone1;x
1305;169;168;67;Rhone2;x
1306;1;171;195;Rhone3;x
1307;43;174;68;Saone;x
1308;85;177;196;Po1;x
1309;127;180;69;Po2;x
1310;169;183;197;Po3;x
1311;1;186;70;Nil1;x
1312;43;189;198;Nil2;x
1313;85;192;71;Nil3;x
1314;127;195;199;Nil4;x
1315;0;39;160;;x
1316;0;111;80;Tiveriade Lake;x
1317;42;12;28;Portugal Coast;x
1318;0;9;155;Golfo de Cadiz;x
1319;168;51;162;Coast of Iceland;x
1320;42;114;208;Dead Sea;x
1321;42;57;163;North Atlantic;x
1322;84;60;36;North Atlantic;x
1323;126;63;164;North Sea;x
1324;168;66;37;North Sea;x
1325;0;69;165;North Sea;x
1326;42;72;38;North Sea;x
1327;84;75;166;Sea of Shetland;x
1328;42;6;98;Galway Bay;x
1329;168;81;167;The Minch;x
1330;0;84;40;Moray Firth;x
1331;42;87;168;Firth of Forth;x
1332;84;90;41;The Wash;x
1333;126;93;169;Dogger-bank;x
1334;126;12;99;Lake Onega;x
1335;0;99;170;North Sea;x
1336;169;45;82;;x
1337;43;51;83;;x
1338;85;54;211;;x
1339;127;57;84;;x
1340;169;60;212;;x
1341;1;63;85;;x
1342;43;66;213;;x
1343;85;69;86;;x
1344;127;72;214;;x
1345;169;75;87;;x
1346;1;78;215;;x
1347;43;81;88;;x
1348;85;84;216;;x
1349;127;87;89;;x
1350;169;90;217;;x
1351;1;93;90;;x
1352;43;96;218;;x
1353;85;99;91;;x
1354;127;102;219;;x
1355;169;105;92;;x
1356;1;108;220;;x
1357;43;111;93;;x
1358;85;114;221;;x
1359;127;117;94;;x
1360;169;120;222;;x
1361;1;123;95;;x
1362;43;126;223;;x
1363;85;129;96;;x
1364;127;132;224;;x
1365;169;135;97;;x
1366;1;138;225;;x
1367;43;141;98;;x
1368;85;144;226;;x
1369;127;147;99;;x
1370;169;150;227;;x
1371;1;153;0;;x
1372;43;156;128;;x
1373;85;159;1;;x
1374;127;162;129;;x
1375;169;165;2;;x
1376;1;168;130;;x
1377;43;171;3;;x
1378;85;174;131;;x
1379;127;177;4;;x
1380;169;180;132;;x
1381;1;183;5;;x
1382;43;186;133;;x
1383;85;189;6;;x
1384;127;192;134;;x
1385;169;195;7;;x
1386;1;198;135;;x
1387;43;201;8;;x
1388;85;204;136;;x
1389;127;207;9;;x
1390;169;210;137;;x
1391;1;0;10;;x
1392;43;3;138;;x
1393;85;6;11;;x
1394;127;9;139;;x
1395;169;12;12;;x
1396;1;15;140;;x
1397;43;18;13;;x
1398;85;21;141;;x
1399;127;24;14;;x
1400;169;27;142;;x
1401;1;30;15;;x
1402;43;33;143;;x
1403;85;36;16;;x
1404;127;39;144;;x
1405;169;42;17;;x
1406;1;45;145;;x
1407;43;48;18;;x
1408;85;51;146;;x
1409;127;54;19;;x
1410;169;57;147;;x
1411;1;60;20;;x
1412;43;63;148;;x
1413;85;66;21;;x
1414;127;69;149;;x
1415;169;72;22;;x
1416;1;75;150;;x
1417;43;78;23;;x
1418;85;81;151;;x
1419;127;84;24;;x
1420;169;87;152;;x
1421;1;90;25;;x
1422;43;93;153;;x
1423;85;96;26;;x
1424;127;99;154;;x
1425;169;102;27;;x
1426;1;105;155;;x
1427;43;108;28;;x
1428;85;111;156;;x
1429;127;114;29;;x
1430;169;117;157;;x
1431;1;120;30;;x
1432;43;123;158;;x
1433;85;126;31;;x
1434;127;129;159;;x
1435;169;132;32;;x
1436;1;135;160;;x
1437;43;138;33;;x
1438;85;141;161;;x
1439;127;144;34;;x
1440;169;147;162;;x
1441;1;150;35;;x
1442;43;153;163;;x
1443;85;156;36;;x
1444;127;159;164;;x
1445;169;162;37;;x
1446;1;165;165;;x
1447;43;168;38;;x
1448;85;171;166;;x
1449;127;174;39;;x
1450;169;177;167;;x
1451;1;180;40;;x
1452;43;183;168;;x
1453;85;186;41;;x
1454;127;189;169;;x
1455;169;192;42;;x
1456;1;195;170;;x
1457;43;198;43;;x
1458;85;201;171;;x
1459;127;204;44;;x
1460;169;207;172;;x
1461;1;210;45;;x
1462;43;0;173;;x
1463;85;3;46;;x
1464;127;6;174;;x
1465;169;9;47;;x
1466;1;12;175;;x
1467;43;15;48;;x
1468;85;18;176;;x
1469;127;21;49;;x
1470;169;24;177;;x
1471;1;27;50;;x
1472;43;30;178;;x
1473;85;33;51;;x
1474;127;36;179;;x
1475;169;39;52;;x
1476;1;42;180;;x
1477;43;45;53;;x
1478;85;48;181;;x
1479;127;51;54;;x
1480;169;54;182;;x
1481;1;57;55;;x
1482;43;60;183;;x
1483;85;63;56;;x
1484;127;66;184;;x
1485;169;69;57;;x
1486;1;72;185;;x
1487;43;75;58;;x
1488;85;78;186;;x
1489;127;81;59;;x
1490;169;84;187;;x
1491;1;87;60;;x
1492;43;90;188;;x
1493;85;93;61;;x
1494;127;96;189;;x
1495;169;99;62;;x
1496;1;102;190;;x
1497;43;105;63;;x
1498;85;108;191;;x
1499;127;111;64;;x
1500;169;114;192;;x
1501;1;117;65;;x
1502;43;120;193;;x
1503;85;123;66;;x
1504;127;126;194;;x
1505;169;129;67;;x
1506;1;132;195;;x
1507;43;135;68;;x
1508;85;138;196;;x
1509;127;141;69;;x
1510;169;144;197;;x
1511;1;147;70;;x
1512;43;150;198;;x
1513;85;153;71;;x
1514;127;156;199;;x
1515;169;159;72;;x
1516;1;162;200;;x
1517;43;165;73;;x
1518;85;168;201;;x
1519;127;171;74;;x
1520;169;174;202;;x
1521;1;177;75;;x
1522;43;180;203;;x
1523;85;183;76;;x
1524;127;186;204;;x
1525;169;189;77;;x
1526;1;192;205;;x
1527;43;195;78;;x
1528;85;198;206;;x
1529;127;201;79;;x
1530;169;204;207;;x
1531;1;207;80;;x
1532;43;210;208;;x
1533;85;0;81;;x
1534;127;3;209;;x
1535;169;6;82;;x
1536;1;9;210;;x
1537;43;12;83;;x
1538;85;15;211;;x
1539;127;18;84;;x
1540;169;21;212;;x
1541;1;24;85;;x
1542;43;27;213;;x
1543;85;30;86;;x
1544;127;33;214;;x
1545;169;36;87;;x
1546;1;39;215;;x
1547;43;42;88;;x
1548;85;45;216;;x
1549;127;48;89;;x
1550;169;51;217;;x
1551;1;54;90;;x
1552;43;57;218;;x
1553;85;60;91;;x
1554;127;63;219;;x
1555;169;66;92;;x
1556;1;69;220;;x
1557;43;72;93;;x
1558;85;75;221;;x
1559;127;78;94;;x
1560;169;81;222;;x
1561;1;84;95;;x
1562;43;87;223;;x
1563;85;90;96;;x
1564;127;93;224;;x
1565;169;96;97;;x
1566;1;99;225;;x
1567;43;102;98;;x
1568;85;105;226;;x
1569;127;108;99;;x
1570;169;111;227;;x
1571;1;114;0;;x
1572;43;117;128;;x
1573;85;120;1;;x
1574;127;123;129;;x
1575;169;126;2;;x
1576;1;129;130;;x
1577;43;132;3;;x
1578;85;135;131;;x
1579;127;138;4;;x
1580;169;141;132;;x
1581;1;144;5;;x
1582;43;147;133;;x
1583;85;150;6;;x
1584;127;153;134;;x
1585;169;156;7;;x
1586;1;159;135;;x
1587;43;162;8;;x
1588;85;165;136;;x
1589;127;168;9;;x
1590;169;171;137;;x
1591;1;174;10;;x
1592;43;177;138;;x
1593;85;180;11;;x
1594;127;183;139;;x
1595;169;186;12;;x
1596;1;189;140;;x
1597;43;192;13;;x
1598;85;195;141;;x
1599;127;198;14;;x
1600;169;201;142;;x
1601;1;204;15;;x
1602;43;207;143;;x
1603;85;210;16;;x
1604;127;0;144;;x
1605;169;3;17;;x
1606;1;6;145;;x
1607;43;9;18;;x
1608;85;12;146;;x
1609;127;15;19;;x
1610;169;18;147;;x
1611;1;21;20;;x
1612;43;24;148;;x
1613;85;27;21;;x
1614;127;30;149;;x
1615;169;33;22;;x
1616;1;36;150;;x
1617;43;39;23;;x
1618;85;42;151;;x
1619;127;45;24;;x
1620;169;48;152;;x
1621;1;51;25;;x
1622;43;54;153;;x
1623;85;57;26;;x
1624;127;60;154;;x
1625;169;63;27;;x
1626;1;66;155;;x
1627;43;69;28;;x
1628;85;72;156;;x
1629;127;75;29;;x
1630;169;78;157;;x
1631;1;81;30;;x
1632;43;84;158;;x
1633;85;87;31;;x
1634;127;90;159;;x
1635;169;93;32;;x
1636;1;96;160;;x
1637;43;99;33;;x
1638;85;102;161;;x
1639;127;105;34;;x
1640;169;108;162;;x
1641;1;111;35;;x
1642;43;114;163;;x
1643;85;117;36;;x
1644;127;120;164;;x
1645;169;123;37;;x
1646;1;126;165;;x
1647;43;129;38;;x
1648;85;132;166;;x
1649;127;135;39;;x
1650;169;138;167;;x
1651;1;141;40;;x
1652;43;144;168;;x
1653;85;147;41;;x
1654;127;150;169;;x
1655;169;153;42;;x
1656;1;156;170;;x
1657;43;159;43;;x
1658;85;162;171;;x
1659;127;165;44;;x
1660;169;168;172;;x
1661;1;171;45;;x
1662;43;174;173;;x
1663;85;177;46;;x
1664;127;180;174;;x
1665;169;183;47;;x
1666;1;186;175;;x
1667;43;189;48;;x
1668;85;192;176;;x
1669;127;195;49;;x
1670;169;198;177;;x
1671;1;201;50;;x
1672;43;204;178;;x
1673;85;207;51;;x
1674;127;210;179;;x
1675;169;0;52;;x
1676;1;3;180;;x
1677;43;6;53;;x
1678;85;9;181;;x
1679;127;12;54;;x
1680;169;15;182;;x
1681;1;18;55;;x
1682;43;21;183;;x
1683;85;24;56;;x
1684;127;27;184;;x
1685;169;30;57;;x
1686;1;33;185;;x
1687;43;36;58;;x
1688;85;39;186;;x
1689;127;42;59;;x
1690;169;45;187;;x
1691;1;48;60;;x
1692;43;51;188;;x
1693;85;54;61;;x
1694;127;57;189;;x
1695;169;60;62;;x
1696;1;63;190;;x
1697;43;66;63;;x
1698;85;69;191;;x
1699;127;72;64;;x
1700;169;75;192;;x
1701;1;78;65;;x
1702;43;81;193;;x
1703;85;84;66;;x
1704;127;87;194;;x
1705;169;90;67;;x
1706;1;93;195;;x
1707;43;96;68;;x
1708;85;99;196;;x
1709;127;102;69;;x
1710;169;105;197;;x
1711;1;108;70;;x
1712;43;111;198;;x
1713;85;114;71;;x
1714;127;117;199;;x
1715;169;120;72;;x
1716;1;123;200;;x
1717;43;126;73;;x
1718;85;129;201;;x
1719;127;132;74;;x
1720;169;135;202;;x
1721;1;138;75;;x
1722;43;141;203;;x
1723;85;144;76;;x
1724;127;147;204;;x
1725;169;150;77;;x
1726;1;153;205;;x
1727;43;156;78;;x
1728;85;159;206;;x
1729;127;162;79;;x
1730;169;165;207;;x
1731;1;168;80;;x
1732;43;171;208;;x
1733;85;174;81;;x
1734;127;177;209;;x
1735;169;180;82;;x
1736;1;183;210;;x
1737;43;186;83;;x
1738;85;189;211;;x
1739;127;192;84;;x
1740;169;195;212;;x
1741;1;198;85;;x
1742;43;201;213;;x
1743;85;204;86;;x
1744;127;207;214;;x
1745;169;210;87;;x
1746;1;0;215;;x
1747;43;3;88;;x
1748;85;6;216;;x
1749;127;9;89;;x
1750;169;12;217;;x
1751;1;15;90;;x
1752;43;18;218;;x
1753;85;21;91;;x
1754;127;24;219;;x
1755;169;27;92;;x
1756;1;30;220;;x
1757;43;33;93;;x
1758;85;36;221;;x
1759;127;39;94;;x
1760;169;42;222;;x
1761;1;45;95;;x
1762;43;48;223;;x
1763;85;51;96;;x
1764;127;54;224;;x
1765;169;57;97;;x
1766;1;60;225;;x
1767;43;63;98;;x
1768;85;66;226;;x
1769;127;69;99;;x
1770;169;72;227;;x
1771;1;75;0;;x
1772;43;78;128;;x
1773;85;81;1;;x
1774;127;84;129;;x
1775;169;87;2;;x
1776;1;90;130;;x
1777;43;93;3;;x
1778;85;96;131;;x
1779;127;99;4;;x
1780;169;102;132;;x
1781;1;105;5;;x
1782;43;108;133;;x
1783;85;111;6;;x
1784;127;114;134;;x
1785;169;117;7;;x
1786;1;120;135;;x
1787;43;123;8;;x
1788;85;126;136;;x
1789;127;129;9;;x
1790;169;132;137;;x
1791;1;135;10;;x
1792;43;138;138;;x
1793;85;141;11;;x
1794;127;144;139;;x
1795;169;147;12;;x
1796;1;150;140;;x
1797;43;153;13;;x
1798;85;156;141;;x
1799;127;159;14;;x
1800;169;162;142;;x
1801;1;165;15;;x
1802;43;168;143;;x
1803;85;171;16;;x
1804;127;174;144;;x
1805;169;177;17;;x
1806;1;180;145;;x
1807;43;183;18;;x
1808;85;186;146;;x
1809;127;189;19;;x
1810;169;192;147;;x
1811;1;195;20;;x
1812;43;198;148;;x
1813;85;201;21;;x
1814;127;204;149;;x
1815;169;207;22;;x
1816;1;210;150;;x
1817;43;0;23;;x
1818;85;3;151;;x
1819;127;6;24;;x
1820;169;9;152;;x
1821;1;12;25;;x
1822;43;15;153;;x
1823;85;18;26;;x
1824;127;21;154;;x
1825;169;24;27;;x
1826;1;27;155;;x
1827;43;30;28;;x
1828;85;33;156;;x
1829;127;36;29;;x
1830;169;39;157;;x
1831;1;42;30;;x
1832;43;45;158;;x
1833;85;48;31;;x
1834;127;51;159;;x
1835;169;54;32;;x
1836;1;57;160;;x
1837;43;60;33;;x
1838;85;63;161;;x
1839;127;66;34;;x
1840;169;69;162;;x
1841;1;72;35;;x
1842;43;75;163;;x
1843;85;78;36;;x
1844;127;81;164;;x
1845;169;84;37;;x
1846;1;87;165;;x
1847;43;90;38;;x
1848;85;93;166;;x
1849;127;96;39;;x
1850;169;99;167;;x
1851;1;102;40;;x
1852;43;105;168;;x
1853;85;108;41;;x
1854;127;111;169;;x
1855;169;114;42;;x
1856;1;117;170;;x
1857;43;120;43;;x
1858;85;123;171;;x
1859;127;126;44;;x
1860;169;129;172;;x
